Current Velocity,Pstr CD = 0.35,Pstr CD = 1.0,Tmix CD = 0.35,Tmix CD 1.0,h,per
0.7100000000000001,0.018122143454099994,0.05177755272599999,15.49641225165567,5.423744288079484,8.0,breakdown
0.72,0.0188987033088,0.053996295167999996,14.85965472126396,5.200879152442386,8.0,breakdown
0.73,0.019697136662699996,0.056277533321999994,14.25731113396672,4.990058896888352,8.0,breakdown
0.74,0.0205177473144,0.058622135184,13.687087648812339,4.790480677084317,8.0,breakdown
0.75,0.021360839062499998,0.06103096875,13.146871479472193,4.601405017815267,8.0,breakdown
0.76,0.0222267157056,0.06350490201600001,12.634714438607872,4.422150053512755,8.0,breakdown
0.77,0.0231156810423,0.066044802978,12.148818169556922,4.252086359344923,8.0,breakdown
0.78,0.024028038871200003,0.068651539632,11.687520873165282,4.090632305607848,8.0,breakdown
0.79,0.0249640929909,0.071325979974,11.24928536160898,3.937249876563143,8.0,breakdown
0.8,0.025924147200000008,0.07406899200000001,10.832688291801423,3.7914409021304984,8.0,breakdown
